legislator_name,title,date,source_type,topic,full_text,url,sentiment,Sentiment Direction
Dawn Addis,Addis Issues Statement on President Trump's Executive Order to Dismantle the Department of Education,2025-03-20,press_release,NA,"SACRAMENTO—Assemblymember Dawn Addis (D-Morro Bay) issued the following statement in response to President Donald Trump’s executive order to dismantle the Department of Education.
""As a mother of two college students who rely on financial aid, just like millions of other students across America, I know firsthand that education is the foundation of a strong resilient nation.
The President’s decision to dismantle the Department of Education is a blatant disregard for students, families, and educators. It strips opportunity from millions, and puts jobs on the line.
We anticipated actions like this, which is why the we set aside funding to defend California against such reckless moves. We are not standing back. We are fighting.
As a former special education teacher and Chair of the Select Committee on Serving Students with Disabilities, I stand ready to ensure that California’s diverse student body is protected, and I look forward to continuing the fight alongside my colleagues in the state legislature to protect every student’s right to learn, grow, and succeed.""
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health. 
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250320-addis-issues-statement-president-trumps-executive-order-dismantle,0.14465408805031446,positive
Dawn Addis,Addis Issues Statement on U.S. Department of Education's Investigation and Columbia University Incident,2025-03-11,press_release,NA,"SACRAMENTO—Assemblymember Dawn Addis (D-Morro Bay) issued the following response to efforts by the U.S. Department of Education to investigate and potentially defund over 60 institutions of higher education and the detention on a student at Columbia University on the basis of antisemitism.
""Two foundations of a functioning democracy are a strong education system and the right to protest.
The President's antidemocratic trampling of our universities and on those exercising free speech are horrendous. We cannot let him tokenize Jewish experiences and people while harming our communities and institutions.""
Assemblymember Addis is Vice Chair of the California Legislative Jewish Caucus and previously worked as a public school teacher.
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health.
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250311-addis-issues-statement-us-department-educations-investigation-and-columbia,0.06611570247933884,positive
Dawn Addis,"Addis Honors 2025 District 30 ""Woman of the Year""",2025-03-10,press_release,NA,"
MORRO BAY—Assemblymember Dawn Addis (D-Morro Bay) announced that the California State Assembly is honoring Julie Packard of Monterey Peninsula as the 2025 ""Woman of the Year"".
Julie Packard, a renowned marine biologist and global leader in ocean conservation, has served as the executive director of the Monterey Bay Aquarium for over 40 years. Under her leadership, the aquarium has played an important role in shaping ocean policy and advocating for the protection of marine ecosystems on both state and national levels.
""Julie's dedication to our oceans and advancing environmental sustainability has made an impact on the Central Coast and beyond,"" said Addis ""It is important to honor her commitment to preserving the beauty of our ecosystems, s her work will continue to influence ocean policy and environmental stewardship for generations to come.""
In addition to her work at the aquarium, Packard has served on several national and international advisory boards, including the David and Lucile Packard Foundation, where she has championed initiatives focused on health, climate change mitigation and environmental education. After more than four decades of leadership, she recently announced she would be stepping down as executive director, leaving behind a legacy of environmental advocacy and scientific innovation.
The ""Woman of the Year"" awards are overseen by the California Legislative Women's Caucus to honor outstanding women in each legislative district.
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health.
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250310-addis-honors-2025-district-30-woman-year,0.14814814814814814,positive
Dawn Addis,Addis Introduces Bill to Strengthen Transgender Wellness and Equity Fund,2025-03-07,press_release,NA,"SACRAMENTO—Assemblymember Dawn Addis (D-Morro Bay) introduced AB 1487, aimed at strengthening the Transgender Wellness and Equity Fund by expanding its scope and impact. The bill renames the fund to the Two-Spirit, Transgender, Gender Nonconforming, and Intersex (2TGI) Wellness and Equity Fund and broadens its scope to better serve 2TGI individuals across California.
AB 1487 expands the definition of health care to include mental health care and extends grant eligibility funding to support programs that provide:
“As federal attacks escalate and attempts to erase people’s identity intensify, California cannot be complacent,” said Addis. “When policies or people waver, real commitment means standing firm, and not shifting with the political winds. AB 1487 strengthens this critical fund to ensure Two-Spirit, Transgender, Gender Nonconforming, and Intersex (2TGI) individuals receive the support they need to thrive, including access to health care, job training, and social integration programs.”
This bill is sponsored by the TransLatin@ Coalition, a nationally recognized organization that provides essential services to TGI individuals in 10 states across the country.
“AB 1487 will provide the much needed supportive services to all members of the Two Spirit, Trans, Genderexpansive and Intersex (2TGI) community in California,” said Bamby Salcedo, President/CEO of TransLatin@ Coalition “We are grateful for the leadership and support from Assemblymember Dawn Addis for understanding the importance of supporting organizations that provide services to 2TGI people, particularly In this political climate which is denying the ability for 2TGI people to be able to thrive. AB 1478 is a lifesaving legislation to all 2TGI people in California.”
AB 1487 now awaits referral to its first policy committee.
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health.
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250306-addis-introduces-bill-strengthen-transgender-wellness-and-equity-fund,0.14473684210526316,positive
Dawn Addis,Addis Issues Statement on President Trump's Joint Address to Congress,2025-03-05,press_release,NA,"MORRO BAY—Assemblymember Dawn Addis (D-Morro Bay) issued the following statement in response to President Donald Trump's joint address to Congress.
""No matter what he said last night, the reality is that the President is not creating a 'golden age' – he is leading us into an era of rising costs and lost jobs and doing it all while blaming others for his inadequacies. While Trump depletes our pocket books and spreads hate and fear. The California majority will continue fighting for a future that lifts everyone up.""
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health.
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250305-addis-issues-statement-president-trumps-joint-address-congress,0.045871559633027525,positive
Dawn Addis,Addis Unveils Legislation to Combat Fast Fashion's Environmental Exploitation,2025-02-05,press_release,NA,"SACRAMENTO—Assemblymember Dawn Addis (D-Morro Bay) introduced the Fashion Environmental Accountability Act (AB 405), a new bill designed to confront the fashion industry's environmental destruction and their role in generating textile waste, natural resources pollution, and exploitative labor practices.
AB 405 would require companies to disclose environmental impact, carbon emissions, water use, and waste. Additionally, the bill would mandate transparency in the use of harmful chemicals, ensuring that companies disclose the substances they use in production processes that can contaminate water sources and pose health risks to consumers.
""Fast fashion has fueled a global crisis,"" said Addis. ""We cannot stand by while companies profit from depleting natural resources, and using toxic chemicals that pollute and harm our environment and people. The Fashion Environmental Accountability act will hold them accountable.""
AB 405 now awaits referral to its first policy committee.
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health.
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250205-addis-unveils-legislation-combat-fast-fashions-environmental-exploitation,0.05228758169934641,positive
Dawn Addis,Addis Introduces Legislation to Bolster Community Choice & Environmental Protections in Battery Projects,2025-01-25,press_release,NA,"MORRO BAY—Assemblymember Dawn Addis (D-Morro Bay) introduced the Battery Energy Safety & Accountability Act (AB 303) to improve safety standards and restore local oversight for energy storage facilities in California. The bill comes on the heels of growing concerns following recent incidents, including the Moss Landing lithium-ion battery facility fire last week.
AB 303 would require critical local engagement in the permitting process for battery or energy storage facilities, and create environmental setback requirements for sensitive areas, including schools, hospitals, and natural habitats.
""AB 303 is a proactive measure that will ensure companies like Vistra go through the normal, local, regulatory process,"" said Addis ""It is designed to build trust, increase safety, and give communities a choice, by restoring local community processes for permitting these projects.""
At a press conference in Moss Landing on Thursday, Monterey County Supervisor Glenn Church expressed his full backing of AB 303.
""What we have now are rather haphazard regulations on this relatively new industry,"" said Church. ""I appreciate the aspects inside of it [AB 303] that will allow local control. This is what democracy is all about.""
AB 303 now awaits referral to its first policy committee.
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health.
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250124-addis-introduces-legislation-bolster-community-choice-environmental,0.08196721311475409,positive
Dawn Addis,Addis Calls for Investigation of Moss Landing Fire,2025-01-22,press_release,NA,"SACRAMENTO — Assemblymember Dawn Addis (D-Morro Bay) today urged the California Public Utilities Commission to conduct an independent investigation on the fire at the Vistra Battery Energy Storage System at the Moss Landing Power Plant in Monterey County.
Addis sent the following letter to Alice Busching Reynolds, the President of the California Public Utilities Commission:
January 22, 2025
Alice Busching Reynolds, PresidentCalifornia Public Utilities Commission505 Van Ness AvenueSan Francisco, CA 94102
Dear President Busching Reynolds,
We are writing to formally request an independent investigation and action in regards to the January 2025 fire that lasted five days at the Vistra Battery Energy Storage System (BESS) at the Moss Landing Power Plant in Monterey County. Specifically, we are asking for a fully transparent and independent investigation, updated safety enforcement, prevention enhancements, and for the Vistra BESS to remain offline until safety is guaranteed. I thank Governor Newsom and my colleagues at the local and state levels for joining ongoing calls for such an investigation.
As state legislators, we have the honor of representing hundreds of miles of California's coastline from the Santa Cruz harbor to the southern San Luis Obispo County line. We have been working to move California away from carbon producing energy and towards meeting our critical climate goals. It is imperative that as we transition, we ensure safety for our communities and our environment.
The Vistra BESS is located on the northern Monterey County Coast. It is surrounded by the Elkhorn Slough National Estuarine Research Reserve, the Monterey Bay National Marine Sanctuary, critical marine educational and research facilities, important agricultural lands, residences, and businesses. The BESS also sits next to the Highway 1 corridor, and is just miles from tourist destinations that bring tens of millions of dollars to the California economy, such as the Santa Cruz Boardwalk, Pebble Beach, and Big Sur. We must protect these sensitive and valuable assets within our community.
The January 2025 fire is the fourth BESS safety incident at Moss Landing since 2019. It is the third safety incident on the Vistra property, and the second time Highway 1 has been closed due to a Moss Landing BESS fire. We are deeply concerned for the health and welfare of local residents, businesses, visitors, first responders, wildlife, and environmentally sensitive habitat that surround the Moss Landing Power Plant.
We ask that the California Public Utilities Commission (CPUC):
California must never have a disaster like this again. Vistra and its vendors should cooperate with any and all state investigations by sharing their data and allowing access to the site. Additionally, the Vistra BESS at Moss Landing should remain completely offline until the cause of the fire is determined and safety is guaranteed for our community and natural habitats.
The Moss Landing facility has represented a pivotal piece of our state’s energy future, however this disastrous fire has undermined the public's trust in utility scale lithium-ion battery energy storage systems. If we are to ensure California moves its climate and energy goals forward, we must demonstrate a steadfast commitment to safety, environmental stewardship, transparency, accountability, and emergency prevention.
Thank you for your immediate attention to this matter.
Sincerely,
Dawn Addis Assemblymember, District 30
Gail Pellerin Assemblymember, District 28
John Laird State Senator, District 17
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health.
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250122-addis-calls-investigation-moss-landing-fire,0.0829145728643216,positive
Dawn Addis,"Addis Responds to Moss Landing, Morro Bay Battery Projects",2025-01-20,press_release,NA,"MORRO BAY— Assemblymember Dawn Addis (D-Morro Bay) issued the following statement on the proposed battery energy storage facility at the Morro Bay Power Plant, following the news of the fire at battery storage facility at Moss Landing:
""While we urgently need climate solutions, they must be safe for our communities and environment. With that in mind, I am calling on Vistra to end its plans for a battery energy storage facility in Morro Bay and urging the California Energy Commission and the California Coastal Commission to reject their permitting application under AB 205. For the past four days, my full attention has been on the battery energy storage system fire at the Moss Landing Power Plant in Monterey County. We can never have a disaster like this again. We all deserve solutions that prioritize safety and sustainability.""
Since news of the fire, Addis has worked with local, state and federal officials to respond to the emergency at Moss Landing and to demand full and transparent accountability. Earlier this week, she called for the Moss Landing facility to shut down until new safety measures could be guaranteed. She has since called for the rejection of the proposed project in Morro Bay.
This weekend, the Monterey County Sheriff's Office lifted its evacuation orders and Caltrans reopened Highway 1 to the public.
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health.
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250120-addis-responds-moss-landing-morro-bay-battery-projects,0.05851063829787234,positive
Dawn Addis,"Addis Shares Update at Moss Landing, Demands Accountability",2025-01-17,press_release,NA,"MONTEREY — Today, Assemblymember Dawn Addis (D-Morro Bay) met with first responders, local and state leaders, emergency management, and public safety officials in Monterey County, following the news of the Moss Landing Power Plant fire:
""This afternoon, I stood alongside Supervisor Glenn Church to demand the complete shutdown of the Vistra power plant. We are calling for nothing less than a full commitment to keep the plant off until the situation is fully safe, not just safer. I have full confidence in our local leaders, emergency management teams, and first responders, who are working tirelessly to protect our community. I will remain in communication, providing updates as new information comes in, and I urge everyone to continue following county orders. Thank you for your strength during this time.""
Dawn Addis was elected to the California State Assembly in 2022 to represent the coastal 30th Assembly District, which includes San Luis Obispo, Monterey, and Santa Cruz Counties. She is the Chair of the Assembly Budget Subcommittee 1 on Health.
CONTACT: Alexis Garcia-Arrazola, (831) 649-2832
Capitol Office:
1021 O Street
Suite 4120
P.O. Box 942849
Sacramento, CA 94249-0030
Tel: (916) 319-2030
District Offices:
857 Santa Rosa Street
San Luis Obispo, CA 93401
Tel: (805) 549-3001
Fax: (805) 549-3056
99 Pacific Street
Suite 575G
Monterey, CA 93940
Tel: (831) 649-2832
Fax: (831) 649-2935
Privacy and Conditions of Use | Accessibility | General Disclaimer | © 2025 California State Assembly Democratic Caucus",https://a30.asmdc.org/press-releases/20250117-addis-shares-update-moss-landing-demands-accountability,0.14893617021276595,positive
