"","username","date","content","sentiment","Sentiment Direction"
"1","Senator_Hurtado",2024-09-03 19:46:34,"My 2024 #CaLeg work for the #CentralValley spanned issues from empowering #NursingStudents, to ensuring #WaterSecurity, to Govt. #Transparency &amp; #Accountability, combatting #PricingAlgorithims, support for #CommunityFoodHubs, &amp; protection from #ExtremeHeat. https://t.co/4G7moiH1cQ",0.142857142857143,"positive"
"2","Senator_Hurtado",2025-05-12 16:28:13,"#SB647 expands eligibility &amp; simplifies access to low-income energy efficiency programs, cutting administrative costs. Clean energy should be affordable energy, reaching the homes that need it most.  https://t.co/MsaxRE9mH0",0.2,"positive"
"3","Senator_Hurtado",2025-05-11 19:11:47,"Wishing a Happy #mothersday across the #centralvalley to the Moms with us today who nurture our families, lift us up when we need it, &amp; support our dreams; as well as the Moms who have passed on, whose legacies &amp; cherished memories stay with us for life. https://t.co/Unxc4TGtvr",0.16,"positive"
"4","Senator_Hurtado",2025-05-09 22:23:46,"Great meeting w. @CountyofTulare  Supervisors this week on a range of issues. I appreciate their ongoing support for #SenateBill496, which protects emergency vehicle fleets from unreasonable CARB mandates. https://t.co/uTiDGICBuZ",0,"neutral"
"5","Senator_Hurtado",2025-04-30 01:05:52,"Amanda was only a teenager when her life was tragically taken in a crime that resonates to this day. This crime cannot be forgiven, its cruelty ignored, or horrific nature ever forgotten, &amp; it's why I requested the Governor reverse this parole decision https://t.co/JxSnwHm986 https://t.co/9uaDBBLMCN",-0.208333333333333,"negative"
"6","Senator_Hurtado",2025-04-24 14:08:45,"Please join @CaltransDist6 for a #CentralValley community meeting tonight in Stratford https://t.co/8jztPd03Vk",0.111111111111111,"positive"
"7","Senator_Hurtado",2025-04-23 23:41:52,"Public safety is the foundation of a free society—&amp; freedom must be protected with real investments. That’s why I’ve secured $84.5M for fire &amp; public safety in our Valley—&amp; why I’m fighting for #SB345 to make training affordable for all firefighters #CaLeg https://t.co/KwfN10UzCz",0.208333333333333,"positive"
"8","Senator_Hurtado",2025-04-11 23:36:29,"SB 556 – the Flood Protection and Groundwater Recharge Act invests in floodplain restoration to protect homes and recharge groundwater bringing real water security to Kern, Kings, and Tulare counties.  https://t.co/6geVTA6gD1",0.19047619047619,"positive"
"9","Senator_Hurtado",2025-04-11 23:32:25,"Thank you to everyone who joined my Kern County Town Hall with Senate Pro Tem Mike McGuire. Your voices have given me the opportunity to deliver real results for our region. Watch the full event on my website: https://t.co/K0MuJdVS4D   #ValleyStrong #SD16 #KernCountyTownHall https://t.co/bYksCX7QJi",0.0740740740740741,"positive"
"10","Senator_Hurtado",2025-04-11 00:51:04,"Please join us for tonight's Kern County Town Hall by watching the livestream: https://t.co/JSpjGN9OSt https://t.co/T12QuTtGp6",0.0909090909090909,"positive"
"11","Senator_Hurtado",2025-04-09 17:48:27,"Stepping into a firefighter’s boots, even for an hour, gave me deeper respect for their courage. Proud to keep pushing #SB345 to ensure these local heroes get the training and support they need. #FirefighterTraining #PublicSafety #ValleyStrong #SD16 https://t.co/gxj26URwIv",0.260869565217391,"positive"
"12","Senator_Hurtado",2025-04-01 20:36:53,"🚒🔥 #SB345 the State Fire Training Accessibility Act passes the Senate Governmental Organizations Committee (13-0)  Join me Friday, April 4 in Hanford as we unveil and highlight this critical legislation!  📍 Station 3, 1070 S 12th Ave | 12:30 PM  #SD16 #FireTraining #Workforce https://t.co/SxBRQ3SwrG",0,"neutral"
"13","Senator_Hurtado",2025-03-28 21:25:48,"Proud to announce that #SB224, The Artificial Water Shortages Act, passed out of the Senate Natural Resource &amp; Water Committee with a unanimous vote! This bill modernizes California's water forecasting to prevent waste &amp; better manage resources for all. #CV #WaterSecurity #SD16",0.111111111111111,"positive"
"14","Senator_Hurtado",2025-03-21 18:22:48,"TODAY is a special day! 💙 I’m deeply honored to celebrate our Community Swearing-In Ceremony with the people who make this journey so meaningful. I’d love for you to be part of this moment—hope to see you there! 🎉 #SD16 #CentralValley #OathofOffice #COS https://t.co/zMyutagBoC",0.19047619047619,"positive"
"15","Senator_Hurtado",2025-03-17 19:24:11,"Congratulations to Yarezly Navarro from Mission Oak High School for representing Tulare County and the Central Valley at the CA Poetry Out Loud contest! Your powerful words and performance showcase the incredible talent in our community. 💐✨  #PoetryOutLoud #TulareCounty #SD16 https://t.co/oRh8NgYcmj",0.12,"positive"
"16","Senator_Hurtado",2025-03-12 22:45:41,"📢You're Invited 📢  Join us for a Community Swearing-In Ceremony as we celebrate our work to elevate the Central Valley &amp; SD16!  📅 March 21, 2025 | ⏰ 3-5 PM  📍 COS Tulare Campus  I’m excited to share this moment with you so I hope to see you there! 🎉 #ForTheValley #SD16 #COS https://t.co/3dufRHW84x",0.25,"positive"
"17","Senator_Hurtado",2025-03-11 00:25:37,"SD16’s 2025 Woman of the Year! Recognizing DeeDee Gruber, a fearless advocate for water access &amp; family farms. She is a true champion for Tulare County’s family farmers &amp; beyond. Thank you, DeeDee for your leadership, resilience &amp; dedication to CA’s farmers! #WoY #SD16 #WomenInAg https://t.co/BdHgxQVwR7",0.1875,"positive"
"18","Senator_Hurtado",2025-03-05 01:10:53,"The Senate Agriculture &amp; Health Committees are holding a joint hearing on CA's response to the avian flu outbreak — featuring state &amp; federal experts on biosecurity, public health impacts, &amp; the ag industry.  📅March 5 🕜1:30pm  📍 1021 O St, Sacramento #AvianFlu #CaliforniaAg https://t.co/P27l9ToFxv",0.166666666666667,"positive"
"19","Senator_Hurtado",2025-02-24 20:09:48,"Congress is voting on MediCal cuts hurting 527K people in CA22/SD16—families already facing Valley Fever, severe flu season, and a doctor shortage. Our health should come first!  I’ve urged @RepDavidValadao to vote NO unless these cuts are removed.   #ValleyValues #ProtectMediCal https://t.co/efNmngy7T9",-0.0344827586206897,"negative"
"20","Senator_Hurtado",2025-01-29 19:49:19,"Please call law enforcement if you have any additional information or believe you have seen the suspect: https://t.co/r9TshePYTW",0.2,"positive"
"21","Senator_Hurtado",2025-01-28 01:53:11,"Artificial water shortages make CA unaffordable. Our farmers &amp; families deserve reliable water access, &amp; #SB224 will fight to make that a reality for the #CentralValley &amp; all Californians #TransparencyinWater. More to come soon on this pivotal water management policy! https://t.co/J0fIRvyd5h",0.142857142857143,"positive"
"22","Senator_Hurtado",2025-01-26 00:15:45,"I voted NO on SBX1-1, a $25 million allocation to the California Department of Justice for lawsuits targeting federal actions, but voted AYE on SBX1-2, to provide legal services to undocumented Californian residents facing deportation proceedings.  https://t.co/Py2YEiY9C1 https://t.co/bA1UFdEPhw",0,"neutral"
"23","Senator_Hurtado",2025-01-14 17:54:11,"Today's @FTC meeting is viewable online. The #FTC's work, &amp; their Chair @linakhanFTC, are vital to every consumer who values competition &amp; freedom in our #HousingMarkets &amp; oversight of pharmacy mergers",0.136363636363636,"positive"
"24","FTC",2025-01-14 14:25:12,"Watch today's Open Commission Meeting Live at 11am ET: https://t.co/V4OJLuK4jM  Agenda: https://t.co/ZFRkNrDFwt",0.222222222222222,"positive"
"25","Senator_Hurtado",2025-01-10 18:32:12,"Guidance for Preparing for ICE Visits https://t.co/hAl0qe5JFi",0.2,"positive"
"26","Senator_Hurtado",2024-12-10 21:00:19,"Looking forward to a great community turnout at tomorrow's annual holiday open house at our Bakersfield district office https://t.co/fxlyFefA82 https://t.co/CvaBIvB82c",0.133333333333333,"positive"
"27","Senator_Hurtado",2024-12-09 19:05:37,"AI #PricingSoftware undermines consumer confidence in free &amp; fair markets, &amp; it's why I introduced #CaLeg legislation to tackle this issue.  https://t.co/e4UNLT9OQZ",0.0666666666666667,"positive"
"28","Senator_Hurtado",2024-12-05 20:23:59,"I had the honor this week of taking the oath of office, to serve &amp; uphold the values that define our community. I'm grateful for the support of family, friends &amp; neighbors who share this vision, inspire me every day, &amp; work together for the people of the #CentralValley! https://t.co/4TNg4UFwx9",0.25,"positive"
"29","Senator_Hurtado",2024-12-01 18:58:04,"Watch tomorrow's livestream of the seearing-in ceremony at https://t.co/CPcEaN8FNk https://t.co/aplSXmV4rQ",0,"neutral"
"30","Senator_Hurtado",2024-11-08 21:42:03,"We got answers on the potential impacts of California’s #LCFS Households already spend $3,200/yr on gas. W. projected increases of up to 85 cents/gallon by 2030, lower-income families will be hard hit. Higher costs could hurt industries like agriculture &amp; logistics, risking jobs https://t.co/eUsjUDjDHc",-0.0344827586206897,"negative"
"31","Senator_Hurtado",2024-11-01 17:48:40,"The #LCFS vote is sending market signals, but it shouldn’t come at the cost of consumers. In my district, over 60% of people are forced to choose between food &amp; electricity. While investors thrive, working families struggle with costs. That’s why I’m asking @LAO_CA for analysis https://t.co/CTJxKp7B5w",-0.0384615384615385,"negative"
"32","Senator_Hurtado",2024-11-01 06:20:56,"Gomez &amp; I had an eerie time at #Kingsburg #TrunkorTreat 🕸️ Though we may not dwell in a mansion shrouded in mist, the #Halloween spirit was alive! Ty to all who joined us in this celebration of community and festivity. 🎃 Until next time… stay mysterious. #AddamsFamilyVibes https://t.co/Dy8w8VrdSN",0.04,"positive"
"33","Senator_Hurtado",2024-10-25 18:23:19,"Join #TeamHurtado across the #CentralValley this #Halloween2024 for a series of #TrunkorTreats as we connect with communities beginning this evening &amp; weekend! https://t.co/uTzJK1kbmT",0.0714285714285714,"positive"
"34","Senator_Hurtado",2024-10-15 16:45:25,"How about stronger enforcement at the DOJ, with increased penalties and imprisonment for price gougers? Yes, I introduced that too—and it failed. Time for real accountability. #PriceGouging #DOJ https://t.co/NAlpmlgxr4",-0.0588235294117647,"negative"
"35","Senator_Hurtado",2024-10-14 19:10:39,"How about legislation to stop price gouging with algorithms? I introduced a bill this year to do just that, and it failed. We need to get serious about this. #CApolitics https://t.co/PyuzFXhnG5",-0.0666666666666667,"negative"
"36","Senator_Hurtado",2024-10-07 22:20:36,"RT @famfarms: Progress made towards #foodhubs &amp; #farmlandaccess w/ @Senator_Hurtado bill. But cooperative tool-sharing bill vetoed. CAFF applauds #caleg investments  for CA, but now looks to #Prop4 this Nov where we can still make gains towards #regenerativeagriculture to support #familyfarms https://t.co/ZzoQdw97po",0.166666666666667,"positive"
"37","famfarms",2024-09-30 19:48:17,"Progress made towards #foodhubs &amp; #farmlandaccess w/ @Senator_Hurtado bill. But cooperative tool-sharing bill vetoed. CAFF applauds #caleg investments  for CA, but now looks to #Prop4 this Nov where we can still make gains towards #regenerativeagriculture to support #familyfarms https://t.co/ZzoQdw97po",0.172413793103448,"positive"
"38","Senator_Hurtado",2024-10-01 19:33:32,"Excited for #CaLeg bills signed into law that will provide @CDFAnews w. funding for the SAFE program, help @CADeptEd protect students from #ExtremeWeather during P.E., &amp; empower @COSGiant #NursingStudents from across the #CentralValley! https://t.co/tDziGMw5gD",0.347826086956522,"positive"
"39","Senator_Hurtado",2024-09-03 17:33:41,"During California #EmergencyPreparednessMonth, check in w. family members to ensure you have preparedness plans in place. You can visit the @CalOES website for resources https://t.co/RZhGNBwNVC https://t.co/b4Fa5qolwP",0.0625,"positive"
"40","Senator_Hurtado",2024-09-02 19:50:16,"#LaborDay2024 is a time to reflect, celebrate, &amp; thank the #AmericanWorkforce that paved the way for the America we love today. https://t.co/nDDaOxcjhz https://t.co/XxFImoFQ9h",0.285714285714286,"positive"
"41","Senator_Hurtado",2024-09-01 06:03:23,"#AB3129's passage tonight represents a crucial step in protecting our healthcare system from the corrosive effects of unfettered private equity practices, ensuring that quality care remains a priority for all Californians. https://t.co/SLiiUrKgi5",0.0952380952380952,"positive"
"42","Senator_Hurtado",2024-09-01 03:43:47,"I applaud @linakhanFTC, Chair of @FTC for the letter of support for this legislation. During her time as Chair, she has highlighted several concerning practices relating to private equity firms. I echoed those concerns in my remarks, viewable below: https://t.co/CtjYc4yfta",0.0909090909090909,"positive"
"43","Senator_Hurtado",2024-09-01 02:58:03,"I am proud to present AB 3129 today in #CaLeg because the fight against unchecked corporate power is a bipartisan issue, spanning generations of leaders. https://t.co/1jZYFNXflM",0.0714285714285714,"positive"
"44","Senator_Hurtado",2024-08-31 22:34:21,"On #InternationalOverdoseAwarenessDay, we recognize that tragedy can strike anywhere. It's why I worked to pass the #CampusOpioidSafetyAct, to ensure campuses have #Narcan readily accessible. #TogetherWeCan #IOAD2024 #EndOverdose https://t.co/nej3eKbV6O",0.0555555555555556,"positive"
"45","Senator_Hurtado",2024-08-31 18:26:01,"RT @tulcofb: We have had our Facebook pages suspended!   @Meta please help us out.  We miss our fans and followers. https://t.co/5q8BO85AnB",0.181818181818182,"positive"
"46","tulcofb",2024-08-31 01:48:26,"We have had our Facebook pages suspended!   @Meta please help us out.  We miss our fans and followers. https://t.co/5q8BO85AnB",0.2,"positive"
"47","Senator_Hurtado",2024-08-29 17:52:25,"Looking forward to the @CountyofTulare fair this upcoming Sept! It runs from the 11th - 15th, featuring numerous rides for every family! https://t.co/fxVu9mwans",0.0769230769230769,"positive"
"48","Senator_Hurtado",2024-08-29 00:37:31,"I join the City of Shafter P.D. &amp; community members in mourning the sudden &amp; tragic loss of Sergeant Moises Martinez, a 20 year veteran w. the department. His endearing character, &amp; commitment to public safety will be a cherished memory for generations. https://t.co/osLe4vDMcX https://t.co/COjXaidIS9",0.0344827586206897,"positive"
"49","Senator_Hurtado",2024-08-28 17:40:36,"#OTD in 1963, #DrMartinLutherKingJr. gave his #IHaveADream speech at the #MarchOnWashington for Jobs and Freedom https://t.co/OLP41a6Bmm https://t.co/M33oIfwpyy",0.1,"positive"
"50","Senator_Hurtado",2024-08-27 19:07:30,"This #EndofSession #CaLeg week is about legislative &amp; institutional progress, ensuring our state capitol can serve the needs of #CentralValley communities for generations to come! https://t.co/pJWtE8gNdB https://t.co/vYJZgS4cDQ",0.157894736842105,"positive"
"51","Senator_Hurtado",2024-08-23 20:34:13,"RT @TheJusticeDept: Today, DOJ filed a civil antitrust lawsuit today against RealPage Inc. for its unlawful scheme to decrease competition among landlords in apartment pricing &amp; to monopolize the market for commercial revenue management software that landlords use to price apartments. https://t.co/9FlZG7pXVw",0.1,"positive"
"52","TheJusticeDept",2024-08-23 18:52:16,"Today, DOJ filed a civil antitrust lawsuit today against RealPage Inc. for its unlawful scheme to decrease competition among landlords in apartment pricing &amp; to monopolize the market for commercial revenue management software that landlords use to price apartments. https://t.co/9FlZG7pXVw",0.103448275862069,"positive"
"53","Senator_Hurtado",2024-08-23 20:08:09,"I'm committed to #CaLeg work, like #SB1154, in this space because #PricingAlgorithms like #RealPage are using a data that causes consumer harm, reduces #MarketplaceCompetition, displaces renters, &amp; limits #AffordableHousing options. Ty @TheJusticeDept!  https://t.co/lNAaRAU8Xk",0.0869565217391304,"positive"
"54","Senator_Hurtado",2024-08-23 20:02:52,"RT @RedCrossCCR: We know it’s been a tough time but the @RedCross is here to help.   If you have been impacted by the California wildfires and have not met with a Red Cross caseworker, please contact 1-800-RED-CROSS (1-800-733-2767) to see if you are eligible for recovery assistance. #BorelFire https://t.co/zt3kQPy665",0.181818181818182,"positive"
"55","RedCrossCCR",2024-08-22 00:01:07,"We know it’s been a tough time but the @RedCross is here to help.   If you have been impacted by the California wildfires and have not met with a Red Cross caseworker, please contact 1-800-RED-CROSS (1-800-733-2767) to see if you are eligible for recovery assistance. #BorelFire https://t.co/zt3kQPy665",0.19047619047619,"positive"
"56","Senator_Hurtado",2024-08-23 17:42:34,"Residents of @CountyofKern appreciate the @CaliforniaDTSC beginning #BorelFire cleanup work this upcoming week as part of #WildfireRecovery efforts. Our community is forever grateful to @CAL_FIRE for all their efforts saving lives combatting the blaze. https://t.co/9SXI9rvcFS",0.130434782608696,"positive"
"57","Senator_Hurtado",2024-08-22 18:36:19,"The #CentralValley leads on #CaAgriculture in so many ways! @CDFAnews's reports that @CountyofTulare is again the state's top #CitrusProducer. Our regional partners at @tulcofb work w. these producers ensuring 111K+ acres of #CitrusFruits get to market! https://t.co/8CEE2t5n9H",0.181818181818182,"positive"
"58","Senator_Hurtado",2024-08-21 22:57:28,"Excited to see @CountyofTulare community leaders &amp; business partners come together in @CityofVisalia for a great event! https://t.co/8IEWOmO2U4",0.357142857142857,"positive"
"59","Senator_Hurtado",2024-08-21 20:01:32,"My #CaLeg work for the #CentralValley spans issues ranging from empowering #NursingStudents, to ensuring #WaterSecurity, to highlighting the need for oversight of #PricingAlgortihms, support for #CommunityFoodHubs, &amp; protecting students from #ExtremeHeat! https://t.co/bTFtJdwcM9",0.0952380952380952,"positive"
"60","Senator_Hurtado",2024-08-20 20:31:48,"Excited that #CaLeg passed, &amp; the Gov signed, #SB1366 into law, which safeguards #CentralValley homebuyers by providing full disclosure on a home's #WellWater &amp; #DrinkingWater because families deserve #CleanWater from every faucet, every day! https://t.co/PW8FJ7YwaP",0.12,"positive"
"61","Senator_Hurtado",2024-08-20 20:04:46,"Yahushua Robinson's passing serves as a stark reminder that no child should have to face excessive heat to the point where their health is put at risk. Our children’s safety should be a priority woven into the fabric of our educational system. https://t.co/hbqwtt2ij6",-0.136363636363636,"negative"
