bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1893344,1535026,2025-04-02,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",17,0,0,0,17
1893344,1577277,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893346,1558358,2025-04-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,3,0,2,12
1893346,1577924,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1893348,1528312,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",18,0,0,0,18
1893348,1577333,2025-05-23,Assembly,"Do pass as amended",11,0,0,4,15
1893349,1526958,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Natural Resources] with recommendation: To Consent Calendar",13,0,0,0,13
1893349,1538900,2025-04-07,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",14,0,0,0,14
1893349,1555969,2025-04-23,Assembly,"Do pass. To Consent Calendar",15,0,0,0,15
1893349,1564261,2025-05-01,Assembly,"AB 14 Hart Consent Calendar Second Day Regular Session",76,0,0,3,79
1893350,1505308,2025-03-04,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,0,0,0,9
1893350,1577430,2025-05-23,Assembly,"Do pass as amended",11,1,0,3,15
1893351,1542868,2025-04-09,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893351,1565317,2025-05-05,Assembly,"AB 16 Alanis Assembly Third Reading",75,0,0,4,79
1893352,1528316,2025-03-26,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",7,0,0,0,7
1893352,1542731,2025-04-09,Assembly,"Do pass. To Consent Calendar",14,0,0,1,15
1893352,1557486,2025-04-24,Assembly,"AB 17 Alanis Consent Calendar Second Day Regular Session",75,0,0,4,79
1893355,1535143,2025-04-01,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",9,0,0,6,15
1893355,1540876,2025-04-08,Assembly,"Do pass",9,0,0,3,12
1893355,1569755,2025-05-12,Assembly,"AB 2 Lowenthal Assembly Third Reading",66,0,0,13,79
1893356,1558353,2025-04-24,Assembly,"Do pass and be re-referred to the Committee on [Human Services]",2,7,0,3,12
1893357,1558374,2025-04-24,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",5,2,0,5,12
1893357,1558375,2025-04-24,Assembly,Reconsideration,5,2,0,5,12
1893361,1542906,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",2,5,0,0,7
1893361,1542907,2025-04-09,Assembly,Reconsideration,2,5,0,0,7
1893363,1566682,2025-05-05,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893363,1577284,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893363,1582252,2025-05-29,Assembly,"AB 27 Schiavo Assembly Third Reading",71,0,0,8,79
1893364,1559478,2025-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,3,0,0,14
1893364,1577598,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1893364,1582245,2025-05-29,Assembly,"AB 28 Schiavo Assembly Third Reading",56,9,0,14,79
1893365,1533476,2025-04-01,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1893367,1525455,2025-03-24,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",12,0,0,2,14
1893367,1577264,2025-05-23,Assembly,"Do pass",13,0,0,2,15
1893368,1505298,2025-03-04,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",9,0,0,0,9
1893368,1577887,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893369,1505311,2025-03-04,Assembly,"Do pass and be re-referred to the Committee on [Transportation] with recommendation: To Consent Calendar",9,0,0,0,9
1893369,1525418,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",16,0,0,0,16
1893370,1554642,2025-04-21,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,2,0,2,16
1893370,1577931,2025-05-23,Assembly,"Do pass",11,1,0,3,15
1893370,1582248,2025-05-29,Assembly,"AB 33 Aguiar-Curry Assembly Third Reading",57,7,0,15,79
1893373,1542683,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Local Government] with recommendation: To Consent Calendar",12,0,0,0,12
1893373,1556030,2025-04-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",10,0,0,0,10
1893373,1562918,2025-04-30,Assembly,"Do pass. To Consent Calendar",14,0,0,1,15
1893373,1568676,2025-05-08,Assembly,"AB 36 Soria Consent Calendar Second Day Regular Session",69,0,0,10,79
1893376,1542830,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Utilities and Energy]",10,0,0,0,10
1893376,1564296,2025-04-30,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",16,0,0,2,18
1893376,1575486,2025-05-21,Assembly,"Do pass",12,3,0,0,15
1893377,1533584,2025-04-01,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,2,0,2,15
1893378,1526967,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",12,0,0,3,15
1893378,1542691,2025-04-09,Assembly,"Do pass",10,3,0,2,15
1893378,1552883,2025-04-21,Assembly,"AB 40 Bonta Third Reading Urgency",58,9,0,12,79
1893380,1526962,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893380,1577346,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893381,1525415,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",11,0,0,3,14
1893381,1577153,2025-05-23,Assembly,"Do pass",11,1,0,3,15
1893381,1582257,2025-05-29,Assembly,"AB 43 Schultz Assembly Third Reading",57,3,0,19,79
1893382,1556198,2025-04-23,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,0,0,18
1893382,1577875,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893382,1582240,2025-05-29,Assembly,"AB 44 Schultz Assembly Third Reading",69,0,0,10,79
1893383,1555919,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",10,2,0,3,15
1893383,1561190,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,2,0,1,12
1893383,1577541,2025-05-23,Assembly,"Do pass",11,2,0,2,15
1893384,1562748,2025-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1893384,1571634,2025-05-14,Assembly,"Do pass",13,1,0,1,15
1893384,1573629,2025-05-19,Assembly,"AB 46 Nguyen Assembly Third Reading",56,7,0,16,79
1893385,1554585,2025-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",8,0,0,1,9
1893386,1555914,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Housing and Community Development]",6,2,0,2,10
1893386,1562859,2025-04-30,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,1,0,2,12
1893386,1577797,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1893387,1544955,2025-04-09,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",7,2,0,0,9
1893387,1561047,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,2,0,2,12
1893387,1571572,2025-05-14,Assembly,"Do pass",11,4,0,0,15
1893387,1579275,2025-05-27,Assembly,"AB 49 Muratsuchi Third Reading Urgency",62,9,0,8,79
1893388,1542735,2025-04-09,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893388,1577942,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893388,1582242,2025-05-29,Assembly,"AB 5 Berman Assembly Third Reading",71,0,0,8,79
1893389,1533523,2025-04-01,Assembly,"Do pass as amended and be re-referred to the Committee on [Health]",17,0,0,1,18
1893389,1556061,2025-04-23,Assembly,"Do pass",15,0,0,0,15
1893389,1559381,2025-04-28,Assembly,"AB 50 Bonta Third Reading Urgency",73,0,0,6,79
1893390,1564175,2025-04-30,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,2,0,1,9
1893392,1566726,2025-05-05,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",7,0,0,0,7
1893392,1577620,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893392,1582234,2025-05-29,Assembly,"AB 53 Ramos Assembly Third Reading",70,0,0,9,79
1893393,1540847,2025-04-08,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",12,0,0,3,15
1893393,1561153,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,1,0,3,12
1893393,1567875,2025-05-07,Assembly,"Do pass",11,1,0,3,15
1893393,1569930,2025-05-12,Assembly,"AB 54 Krell Assembly Third Reading",61,10,0,8,79
1893394,1540944,2025-04-08,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1893394,1555939,2025-04-23,Assembly,"Do pass",15,0,0,0,15
1893394,1559378,2025-04-28,Assembly,"AB 55 Bonta Assembly Third Reading",75,0,0,4,79
1893395,1556035,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",11,1,0,3,15
1893395,1561004,2025-04-29,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",10,1,0,1,12
1893395,1577323,2025-05-23,Assembly,"Do pass",11,1,0,3,15
1893395,1582244,2025-05-29,Assembly,"AB 56 Bauer-Kahan Assembly Third Reading",50,0,0,29,79
1893396,1528248,2025-03-26,Assembly,"Do pass as amended and be re-referred to the Committee on [Judiciary]",8,0,0,3,11
1893396,1554631,2025-04-22,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",9,2,0,1,12
1893396,1577311,2025-05-23,Assembly,"Do pass",11,1,0,3,15
1893396,1582256,2025-05-29,Assembly,"AB 57 McKinnor Assembly Third Reading",52,10,0,17,79
1893397,1561095,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",10,0,0,0,10
1893398,1528314,2025-03-26,Assembly,"Do pass as amended",8,0,0,2,10
1893398,1533521,2025-04-01,Assembly,"AB 59 Aguiar-Curry Assembly Third Reading",77,0,0,3,80
1893399,1562772,2025-04-30,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",11,0,0,1,12
1893399,1577488,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893400,1528321,2025-03-25,Assembly,"Do pass",5,1,0,1,7
1893400,1565242,2025-05-05,Assembly,"AB 60 Papan Assembly Third Reading",63,4,0,12,79
1893401,1528242,2025-03-26,Assembly,"Do pass as amended, and be re-referred to the Committee on [Appropriations] with recommendation: To Consent Calendar",18,0,0,0,18
1893401,1577520,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1893402,1561134,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",9,1,0,2,12
1893402,1577157,2025-05-23,Assembly,"Do pass",11,2,0,2,15
1893402,1582233,2025-05-29,Assembly,"AB 62 McKinnor Assembly Third Reading",57,4,0,18,79
1893404,1555947,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Judiciary]",6,3,0,1,10
1893404,1561200,2025-04-29,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,2,0,2,12
1893404,1577440,2025-05-23,Assembly,"Do pass",11,3,0,1,15
1893405,1554551,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Revenue and Taxation]",17,0,0,1,18
1893405,1561131,2025-04-28,Assembly,"Do pass as amended and be re-referred to the Committee on [Appropriations]",6,1,0,0,7
1893405,1577904,2025-05-23,Assembly,"Do pass as amended",11,0,0,4,15
1893410,1511429,2025-03-10,Assembly,"Be adopted. To third reading",9,0,0,2,11
1893413,1569849,2025-05-12,Assembly,"Be adopted. To Consent Calendar",7,0,0,4,11
1893413,1572435,2025-05-15,Assembly,"ACR 5 Nguyen Consent Calendar Second Day Regular Session",69,0,0,10,79
1893415,1470866,2024-12-03,Assembly,"HR 1 PACHECO Assembly Third Reading",58,19,0,2,79
1893415,1564795,2024-12-02,Assembly,"HR 1 PACHECO Assembly Third Reading",58,19,0,2,79
1893416,1470867,2024-12-03,Assembly,"HR 2 RIVAS Assembly Third Reading By AGUIAR-CURRY",78,0,0,1,79
1893416,1564794,2024-12-02,Assembly,"HR 2 RIVAS Assembly Third Reading By AGUIAR-CURRY",78,0,0,1,79
1893417,1470868,2024-12-03,Assembly,"HR 3 RIVAS Assembly Third Reading By AGUIAR-CURRY",77,0,0,2,79
1893417,1564797,2024-12-02,Assembly,"HR 3 RIVAS Assembly Third Reading By AGUIAR-CURRY",77,0,0,2,79
1893418,1470869,2024-12-03,Assembly,"HR 4 ESSAYLI Assembly Third Reading Motion to Lay on the Table By AGUIAR-CURRY",58,19,0,2,79
1893418,1564793,2024-12-02,Assembly,"HR 4 ESSAYLI Assembly Third Reading Motion to Lay on the Table By AGUIAR-CURRY",58,19,0,2,79
1893420,1474061,2025-01-23,Assembly,"Be adopted. To Consent Calendar",10,0,0,1,11
1893420,1477873,2025-01-30,Assembly,"HR 6 Connolly Consent Calendar Second Day Regular Session",69,0,0,10,79
1893421,1516577,2025-03-12,Senate,"Do pass, but first be re-referred to the Committee on [Military and Veterans Affairs]",5,0,0,0,5
1893421,1559469,2025-04-28,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",4,0,0,1,5
1893421,1569922,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1893422,1526886,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,3,0,1,15
1893422,1552820,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1893422,1577487,2025-05-23,Senate,"Do pass",5,1,0,1,7
1893423,1535095,2025-04-01,Senate,"Do pass, but first be re-referred to the Committee on [Public Safety]",12,0,0,1,13
1893423,1554574,2025-04-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,0,0,6
1893423,1565260,2025-05-05,Senate,"Placed on suspense file",7,0,0,0,7
1893423,1577876,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1893424,1515256,2025-03-11,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Judiciary]",11,1,0,3,15
1893424,1556135,2025-04-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,2,13
1893424,1565314,2025-05-05,Senate,"Placed on suspense file",7,0,0,0,7
1893425,1521950,2025-03-19,Senate,"Do pass, but first be re-referred to the Committee on [Energy, Utilities and Communications] with the recommendation: To Consent Calendar",8,0,0,0,8
1893425,1538973,2025-04-07,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",16,0,0,1,17
1893425,1559404,2025-04-28,Senate,"Placed on suspense file",7,0,0,0,7
1893426,1554581,2025-04-22,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Environmental Quality]",8,5,0,2,15
1893426,1562896,2025-04-30,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",5,2,0,1,8
1893426,1573522,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1893426,1577585,2025-05-23,Senate,"Do pass as amended",5,1,0,1,7
1893427,1526945,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Rules]",4,1,0,1,6
1893427,1538950,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893428,1556156,2025-04-22,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Health]",10,0,0,1,11
1893428,1569774,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1893428,1577584,2025-05-23,Senate,"Do pass",5,0,0,2,7
1893429,1555910,2025-04-23,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Labor, Public Employment and Retirement ]",5,0,0,0,5
1893429,1569891,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1893430,1561202,2025-04-29,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",4,0,0,1,5
1893430,1573572,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1893430,1577468,2025-05-23,Senate,"Do pass",6,0,0,1,7
1893430,1581696,2025-05-29,Senate,"Special Consent SB18 Rubio et al",38,0,0,2,40
1893431,1526968,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,0,0,6
1893431,1538923,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893431,1577267,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1893432,1522002,2025-03-19,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",3,2,0,3,8
1893432,1522003,2025-03-19,Senate,"[First] hearing set for [03-19-2025]: Failed passage in Committee. Reconsideration granted",8,0,0,0,8
1893433,1528273,2025-03-26,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Health]",5,0,0,0,5
1893433,1552843,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1893433,1577667,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1893434,1555981,2025-04-23,Senate,"Do pass, but first be re-referred to the Committee on [Housing]",7,0,0,0,7
1893434,1562866,2025-04-29,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",11,0,0,0,11
1893434,1579289,2025-05-27,Senate,"Senate 3rd Reading SB21 Durazo",39,0,0,1,40
1893435,1542756,2025-04-08,Senate,"Do pass as amended",11,2,0,0,13
1893436,1516569,2025-03-12,Senate,"Do pass, but first be re-referred to the Committee on [Military and Veterans Affairs]",5,0,0,0,5
1893437,1554468,2025-04-21,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",13,4,0,0,17
1893437,1565273,2025-05-05,Senate,"Placed on suspense file",7,0,0,0,7
1893437,1577442,2025-05-23,Senate,"Do pass",5,1,0,1,7
1893438,1542879,2025-04-08,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",12,0,0,1,13
1893438,1559465,2025-04-28,Senate,"Placed on suspense file",7,0,0,0,7
1893438,1577161,2025-05-23,Senate,"Do pass",6,0,0,1,7
1893439,1487029,2025-02-11,Senate,"Do pass, but first be re-referred to the Committee on [Business, Professions and Economic Development]",10,1,0,2,13
1893439,1503908,2025-03-03,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",8,0,0,3,11
1893439,1517828,2025-03-13,Senate,"Senate 3rd Reading SB26 Umberg et al. Urgency Clause",35,0,0,5,40
1893439,1528286,2025-03-26,Assembly,"Do pass",9,0,0,3,12
1893439,1533497,2025-04-01,Senate,"Unfinished Business SB26 Umberg et al. Urgency Clause Concurrence",38,1,0,1,40
1893439,1533498,2025-04-01,Assembly,"SB 26 Umberg Third Reading Urgency By Kalra",77,0,0,3,80
1893440,1542742,2025-04-08,Senate,"Do pass",12,0,0,1,13
1893440,1579251,2025-05-27,Senate,"Senate 3rd Reading SB27 Umberg Urgency Clause",39,0,0,1,40
1893441,1526889,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,0,0,6
1893441,1538866,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893441,1577160,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1893441,1581770,2025-05-29,Senate,"Senate 3rd Reading SB28 Umberg et al. Urgency Clause",38,0,0,2,40
1893442,1535054,2025-04-01,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",9,2,0,2,13
1893442,1552909,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1893442,1577692,2025-05-23,Senate,"Do pass as amended",5,1,0,1,7
1893443,1561090,2025-04-29,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1893443,1569911,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1893443,1577752,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1893444,1542877,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Environmental Quality]",11,3,0,1,15
1893444,1562815,2025-04-30,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",6,0,0,2,8
1893444,1580558,2025-05-28,Senate,"Senate 3rd Reading SB30 Cortese",28,10,0,2,40
1893445,1526905,2025-03-25,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Environmental Quality]",7,0,0,0,7
1893445,1563095,2025-04-30,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",8,0,0,0,8
1893445,1569877,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1893445,1577188,2025-05-23,Senate,"Do pass",5,0,0,2,7
1893445,1577189,2025-05-23,Senate,"[05-23-2025] set for [First] hearing: Reconsideration of favorable vote granted",6,0,0,1,7
1893445,1577190,2025-05-23,Senate,"Do pass",6,0,0,1,7
1893445,1581708,2025-05-29,Senate,"Special Consent SB31 McNerney et al",38,0,0,2,40
1893446,1564259,2025-04-30,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",9,0,0,2,11
1893446,1569839,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1893446,1577910,2025-05-23,Senate,"Do pass",6,0,0,1,7
1893447,1521980,2025-03-19,Senate,"Do pass, but first be re-referred to the Committee on [Human Services]",6,1,0,0,7
1893447,1552831,2025-04-21,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,0,0,0,5
1893447,1565227,2025-05-05,Senate,"Placed on suspense file",7,0,0,0,7
1893448,1556165,2025-04-23,Senate,"Do pass, but first be re-referred to the Committee on [Transportation]",8,0,0,0,8
1893448,1561019,2025-04-28,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",14,0,0,1,15
1893448,1569920,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1893448,1577765,2025-05-23,Senate,"Do pass",6,0,0,1,7
1893449,1526955,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations] with the recommendation: To Consent Calendar",6,0,0,0,6
1893449,1538909,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893449,1577959,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
1893450,1555964,2025-04-23,Senate,"Do pass as amended",5,2,0,0,7
1893451,1526911,2025-03-25,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",6,0,0,0,6
1893451,1538940,2025-04-07,Senate,"Placed on suspense file",7,0,0,0,7
1893451,1577755,2025-05-23,Senate,"Do pass",6,0,0,1,7
1893452,1542930,2025-04-09,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",4,1,0,0,5
1893452,1562926,2025-04-29,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,2,0,0,13
1893452,1573502,2025-05-19,Senate,"Placed on suspense file",5,0,0,2,7
1893452,1577935,2025-05-23,Senate,"Do pass",5,1,0,1,7
1893453,1528292,2025-03-26,Senate,"Do pass as amended",5,0,0,0,5
1893453,1579255,2025-05-27,Senate,"Senate 3rd Reading SB8 Ashby et al",39,0,0,1,40
1893454,1556076,2025-04-22,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Local Government]",10,1,0,0,11
1893454,1567866,2025-05-07,Senate,"Do pass as amended",5,0,0,2,7
1893454,1580537,2025-05-28,Senate,"Senate 3rd Reading SB9 Arreguín",28,4,0,8,40
1893455,1469564,2024-12-02,Senate,"W/O REF. TO FILE SCR1 McGuire",29,9,0,1,39
1893455,1536784,2025-04-03,Assembly,"SCR 1 McGuire Senate Third Reading By Pacheco",56,19,0,4,79
1893456,1469565,2024-12-02,Senate,"W/O REF. TO FILE SCR2 Umberg",37,1,0,1,39
1893456,1470870,2024-12-03,Assembly,"SCR 2 Umberg Senate Third Reading By AGUIAR-CURRY",78,0,0,1,79
1893456,1564798,2024-12-02,Assembly,"SCR 2 Umberg Senate Third Reading By AGUIAR-CURRY",78,0,0,1,79
1893457,1483663,2025-02-06,Senate,"Senate 3rd Reading SCR3 Laird",33,0,0,6,39
1893458,1559377,2025-04-28,Senate,"Senate 3rd Reading SCR4 Umberg et al",39,0,0,1,40
1893458,1573553,2025-05-19,Assembly,"Be adopted. To Consent Calendar",6,0,0,5,11
1893458,1577453,2025-05-23,Assembly,"SCR 4 Umberg Consent Calendar Second Day Regular Session",71,0,0,8,79
1893462,1469566,2024-12-02,Senate,"W/O REF. TO FILE SR4 Gonzalez",29,9,0,1,39
1893465,1477878,2025-01-30,Senate,"Senate 3rd Reading SR7 Ochoa Bogh et al",36,0,0,3,39
1894276,1473353,2025-01-22,Senate,"Do pass",8,2,0,0,10
1894276,1474135,2025-01-23,Senate,"Senate 3rd Reading SB1 Wiener et al",27,9,0,3,39
1894276,1479278,2025-02-03,Assembly,"SB 1 Wiener Senate Third Reading By GABRIEL Amend By DEMAIO Set #1 Motion to Lay on the Table By AGUIAR-CURRY First Extraordinary Session",56,17,0,6,79
1894276,1479279,2025-02-03,Assembly,"SB 1 Wiener Senate Third Reading By GABRIEL Motion First Extraordinary Session",59,3,0,17,79
1894276,1479280,2025-02-03,Assembly,"SB 1 Wiener Senate Third Reading By GABRIEL First Extraordinary Session",58,17,0,4,79
1894442,1526932,2025-03-25,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",15,0,0,0,15
1894442,1577941,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1894442,1582241,2025-05-29,Assembly,"AB 64 Pacheco Assembly Third Reading",69,0,0,10,79
1894443,1516570,2025-03-12,Assembly,"Do pass and be re-referred to the Committee on [Higher Education]",8,0,0,1,9
1894443,1556129,2025-04-22,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",8,0,0,2,10
1894443,1577817,2025-05-23,Assembly,"Do pass",11,0,0,4,15
1894443,1582247,2025-05-29,Assembly,"AB 65 Aguiar-Curry Assembly Third Reading",62,0,0,17,79
1894444,1525416,2025-03-24,Assembly,"Do pass and be re-referred to the Committee on [Appropriations]",10,0,0,4,14
1894444,1577751,2025-05-23,Assembly,"Do pass",14,0,0,1,15
1894445,1557476,2025-04-23,Senate,"Do pass, but first be re-referred to the Committee on [Judiciary]",11,0,0,0,11
1894445,1562905,2025-04-29,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",13,0,0,0,13
1894445,1569764,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1894445,1577822,2025-05-23,Senate,"Do pass",6,0,0,1,7
1894445,1581737,2025-05-29,Senate,"Special Consent SB35 Umberg",38,0,0,2,40
1894446,1542913,2025-04-08,Senate,"Do pass, but first be re-referred to the Committee on [Public Safety]",10,0,0,3,13
1894446,1554634,2025-04-22,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",5,1,0,0,6
1894446,1565225,2025-05-05,Senate,"Placed on suspense file",7,0,0,0,7
1894446,1577648,2025-05-23,Senate,"Do pass as amended",5,1,0,1,7
1894447,1562961,2025-04-29,Senate,"Do pass, but first be re-referred to the Committee on [Appropriations]",13,0,0,0,13
1894447,1569803,2025-05-12,Senate,"Placed on suspense file",7,0,0,0,7
1894447,1577794,2025-05-23,Senate,"Do pass",6,0,0,1,7
1894448,1540941,2025-04-08,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",6,0,0,0,6
1894448,1559418,2025-04-28,Senate,"Placed on suspense file",7,0,0,0,7
1894449,1521988,2025-03-19,Senate,"Do pass and be ordered to the Consent Calendar",8,0,0,0,8
1894449,1530385,2025-03-28,Senate,"Consent Calendar 2nd SB39 Weber Pierson Urgency Clause",34,0,0,6,40
1894450,1535046,2025-04-02,Senate,"Do pass as amended, but first amend, and re-refer to the Committee on [Appropriations]",11,0,0,0,11
1894450,1552932,2025-04-21,Senate,"Placed on suspense file",6,0,0,1,7
1894450,1577365,2025-05-23,Senate,"Do pass as amended",6,0,0,1,7
